Location Name,District,Governorate,Latitude,Longitude,Population,Economic,Social,Number of Families,Date,Origin
Al_Jazera,Samarra,Salah al-Din,34.368115,43.660999,0.422,0,29.9,1950,15-Aug-17,Salahal Din
Al-Abasiya Village,Samarra,Salah al-Din,34.30909821,43.77992037,0.422,0.233,37.8,390,15-Aug-17,Salahal Din
Al-Hewaish area,Samarra,Salah al-Din,34.20202116,43.81176347,0.413,0,13.6,493,15-Aug-17,Salahal Din
Al-Tresha-Albu Fahed,Samarra,Salah al-Din,34.09474977,44.0535512,0.396,0.058,12,372,15-Aug-17,Salahal Din
Al-Tresha-Albu Shatb,Samarra,Salah al-Din,34.0753838,44.0893379,0.393,0,24,156,15-Aug-17,Salahal Din
Al-Jillam area,Samarra,Salah al-Din,34.24088767,43.88342028,0.392,0.107,34.3,895,15-Aug-17,Salahal Din
Hawi Albsat,Samarra,Salah al-Din,34.26130263,43.87664418,0.387,0,29.1,465,15-Aug-17,Salahal Din
Mahalla Makeshfa,Samarra,Salah al-Din,34.36851895,43.7519544,0.381,0,41.9,2167,15-Aug-17,Salahal Din
Hay Al Zuhour-422,Tikrit,Salah al-Din,34.5875201,43.6731814,0.435,0.203,26.4,23,17-Aug-16,Baghdad
Hay Salma Altaghlubia,Tikrit,Salah al-Din,34.61217676,43.68086113,0.435,0.047,32,23,17-Aug-16,Baghdad
Qadisya 1 Mahala 214,Tikrit,Salah al-Din,34.62769975,43.66993265,0.422,0,29.9,44,17-Aug-16,Baghdad
Qadisya 2 Mahala 216,Tikrit,Salah al-Din,34.6490752,43.65431644,0.422,0.233,37.8,151,17-Aug-16,Baghdad
Uwainat,Tikrit,Salah al-Din,34.47276123,43.73420029,0.413,0,13.6,13,17-Aug-16,Baghdad
Hay Aldiuom,Tikrit,Salah al-Din,34.60058227,43.65346668,0.396,0.058,12,25,17-Aug-16,Baghdad
Hay Alziraa,Tikrit,Salah al-Din,34.5849295,43.6825414,0.393,0,24,33,17-Aug-16,Baghdad
Hay 100 dar,Tikrit,Salah al-Din,34.58267792,43.68829058,0.392,0.107,34.3,154,17-Aug-16,Baghdad
Hay Alqalaa,Tikrit,Salah al-Din,34.60444415,43.68508597,0.387,0,29.1,8,17-Aug-16,Baghdad
Hay Alfirdous,Tikrit,Salah al-Din,34.58980145,43.66485212,0.381,0,41.9,10,17-Aug-16,Baghdad
Hay Al-Tajneed,Tikrit,Salah al-Din,34.58197342,43.67832992,0.371,0.053,18.1,7,17-Aug-16,Baghdad
Brawchili village,Tooz,Salah al-Din,34.79641,44.584962,0.37,0,22.6,21,17-Aug-16,Baghdad
Chardaghli village,Tooz,Salah al-Din,34.818984,44.557499,0.369,0,9.7,15,17-Aug-16,Baghdad
Hay Al-Ahrar-Al-Makrama,Tooz,Salah al-Din,34.730262,44.5893,0.367,0,29.1,5,17-Aug-16,Baghdad
Hay Al-Askareen,Tooz,Salah al-Din,34.722593,44.583937,0.364,0,29.1,5,17-Aug-16,Baghdad
Qara Naz village,Tooz,Salah al-Din,34.785884,44.570116,0.355,0.088,22.6,7,17-Aug-16,Baghdad
Al Hejaj Village-13,Baiji,Salah al-Din,34.84794823,43.51412586,0.35,0.218,26.4,5,17-Aug-16,Basrah
Al Zallayah village,Tikrit,Salah al-Din,34.45798508,43.72672328,0.347,0,10.5,5,17-Aug-16,Basrah
Al Majara Village,Al-Khalis,Diyala,34.33253042,44.55899827,0.342,0.119,34.3,113,17-Aug-16,Dahuk
Al-Alfaf complex,Mosul,Ninewa,36.4865252,43.4297129,0.338,0,10.5,10,17-Aug-16,Dahuk
Al Baraka complex,Mosul,Ninewa,36.47234221,43.4356786,0.33,0,29.1,17,17-Aug-16,Dahuk
Maghara,Mosul,Ninewa,36.49313705,43.42402137,0.323,0,9.7,13,17-Aug-16,Dahuk
Merki,Mosul,Ninewa,36.47873242,43.44007574,0.322,0.208,25.7,30,17-Aug-16,Dahuk
Hay Al Naser,Sinjar,Ninewa,36.32094162,41.85086254,0.308,0,13.6,70,17-Aug-16,Dahuk
Khana sor,Sinjar,Ninewa,36.46575215,41.62761039,0.301,0,10.6,405,17-Aug-16,Dahuk
Sinuni center,Sinjar,Ninewa,36.46622276,41.71169194,0.292,0,13.3,689,17-Aug-16,Dahuk
Dokri,Sinjar,Ninewa,36.46100151,41.73854204,0.288,0,9.7,180,17-Aug-16,Dahuk
Dohola ,Sinjar,Ninewa,36.49092078,41.80661594,0.285,0,29.6,195,17-Aug-16,Dahuk
Borek,Sinjar,Ninewa,36.48709623,41.86973803,0.275,0.058,12,770,17-Aug-16,Dahuk
Guhbal and shorka,Sinjar,Ninewa,36.51429451,41.96182108,0.269,0.29,23.6,245,17-Aug-16,Dahuk
Zorava and zirwa,Sinjar,Ninewa,36.47124224,42.01619548,0.263,0,10.6,198,17-Aug-16,Dahuk
Karsi ,Sinjar,Ninewa,36.3769938,41.68756913,0.263,0,10.5,110,17-Aug-16,Dahuk
Kolka,Sinjar,Ninewa,36.36955837,41.72378561,0.254,0.048,23.6,140,17-Aug-16,Dahuk
Semi-Hester,Sinjar,Ninewa,36.37249457,41.71784837,0.25,0.233,37.8,43,17-Aug-16,Dahuk
Quwasi,Sinjar,Ninewa,36.44084627,41.76676879,0.247,0.345,27.3,18,17-Aug-16,Dahuk
Barah,Sinjar,Ninewa,36.3712,41.4907,0.242,0.151,12.1,10,17-Aug-16,Dahuk
Wary Bahdo,Sinjar,Ninewa,36.37524492,41.78499204,0.242,0.053,18.1,1,17-Aug-16,Dahuk
Sardashty,Sinjar,Ninewa,36.37415038,41.74937756,0.226,0,12,11,17-Aug-16,Dahuk
Osiva,Sinjar,Ninewa,36.41714676,41.88377315,0.216,0,10.6,55,17-Aug-16,Dahuk
Melik,Sinjar,Ninewa,36.37790325,41.69855417,0.205,0,9.7,24,17-Aug-16,Dahuk
Bayevok,Sinjar,Ninewa,36.43561952,41.90097813,0.194,0,30,36,17-Aug-16,Dahuk
Balif,Sinjar,Ninewa,36.42475277,41.69848277,0.19,0.203,26.4,52,17-Aug-16,Dahuk
Adika,Sinjar,Ninewa,36.44268049,41.75859475,0.188,0.282,12.1,146,17-Aug-16,Dahuk
Nakhsye,Sinjar,Ninewa,36.41685967,41.89385485,0.187,0,18.1,44,17-Aug-16,Dahuk
Cheyl mira,Sinjar,Ninewa,36.39499954,41.85676903,0.176,0.073,25.5,3,17-Aug-16,Dahuk
Sharaf Alddin,Sinjar,Ninewa,36.42995067,41.86808188,0.175,0.048,23.6,167,17-Aug-16,Dahuk
Shyebl Qasim,Sinjar,Ninewa,36.3798321,41.71556809,0.174,0.282,12.1,18,17-Aug-16,Dahuk
Haliqye,Sinjar,Ninewa,36.43434485,41.58685841,0.161,0,10.6,42,17-Aug-16,Dahuk
Ashti & Heriko,Sinjar,Ninewa,36.451784,41.71119736,0.154,0,29.3,145,17-Aug-16,Dahuk
Bir Adam,Sinjar,Ninewa,36.55636975,41.76570713,0.138,0,12,13,17-Aug-16,Dahuk
Bakera ,Sinjar,Ninewa,36.41675411,41.91328288,0.129,0,13.3,68,17-Aug-16,Dahuk
Balistan,Sinjar,Ninewa,36.44293647,41.796168,0.126,0.145,28.2,8,17-Aug-16,Dahuk
Gormez,Sinjar,Ninewa,36.42055844,42.0707812,0.112,0,30,6,17-Aug-16,Dahuk
Darki Qawala,Sinjar,Ninewa,36.37538464,41.76630599,0.097,0,12,1,17-Aug-16,Dahuk
Tiraf,Sinjar,Ninewa,36.42316417,41.8657336,0.084,0,10.6,46,17-Aug-16,Dahuk
Gry Gawry,Sinjar,Ninewa,36.45852574,41.86291637,0.065,0.282,12.1,40,17-Aug-16,Dahuk
Ein Alhilwa,Telafar,Ninewa,36.59539635,42.61828182,0.062,0.146,28.2,110,17-Aug-16,Dahuk
Kahreez,Telafar,Ninewa,36.56387553,42.57253957,0.045,0.186,16.4,650,17-Aug-16,Dahuk
Qasabat Zummar,Telafar,Ninewa,36.65337274,42.5964763,0.038,0,29.6,950,17-Aug-16,Dahuk
Ain Hilwa Upper,Telafar,Ninewa,36.60537426,42.62355125,0.03,0,12,180,17-Aug-16,Dahuk
Ein Gahesheya Village,Telafar,Ninewa,36.60094639,42.64323532,0.021,0,16.4,100,17-Aug-16,Dahuk
Jussa,Telafar,Ninewa,36.59552802,42.68164289,0.138,0,12,280,17-Aug-16,Dahuk
Karash village 1,Telafar,Ninewa,36.546283,42.48688829,0.129,0,13.3,30,17-Aug-16,Dahuk
Karash village 2,Telafar,Ninewa,36.54602806,42.47734519,0.126,0.145,28.2,50,17-Aug-16,Dahuk
Karash village 3,Telafar,Ninewa,36.548579,42.46398,0.112,0,30,10,17-Aug-16,Dahuk
kirver village,Telafar,Ninewa,36.685933,42.598468,0.097,0,12,700,17-Aug-16,Dahuk
Al Mafri,Telafar,Ninewa,36.60934422,42.56869471,0.084,0,10.6,372,17-Aug-16,Dahuk
Qasr Sarij,Telafar,Ninewa,36.55342282,42.51201842,0.065,0.282,12.1,650,17-Aug-16,Dahuk
Sahel Hamad Village,Telafar,Ninewa,36.57845793,42.64486974,0.461,0,29.6,42,17-Aug-16,Dahuk
Qaryat Tal Maraq Al Sufla,Telafar,Ninewa,36.59377779,42.52574229,0.448,0,23.5,200,17-Aug-16,Dahuk
Qaryat Tal Maraq Ulya,Telafar,Ninewa,36.60933279,42.53709124,0.442,0.134,25.5,187,17-Aug-16,Dahuk
Tal Mus,Telafar,Ninewa,36.63147027,42.5982161,0.468,0.339,23.6,603,17-Aug-16,Dahuk
Wadi shour,Telafar,Ninewa,36.57673918,42.60525972,0.462,0.184,29.3,25,17-Aug-16,Dahuk
Domez complex,Telafar,Ninewa,36.70944532,42.61870804,0.16,23.6,10,280,17-Aug-16,Dahuk
Sahilah Village,Telafar,Ninewa,37.0132505,42.34194814,0.096,18.1,25,200,17-Aug-16,Dahuk
Omar khaild Village,Telafar,Ninewa,36.93171304,42.36031831,0.119,34.3,60,100,17-Aug-16,Dahuk
Jukhri Village,Telafar,Ninewa,36.97579162,42.34656093,0.194,34.3,39,60,17-Aug-16,Dahuk
Ain aawes,Telafar,Ninewa,36.84450574,42.38248555,0,12.1,50,124,17-Aug-16,Dahuk
Hamd Agha Village,Telafar,Ninewa,36.81731267,42.41749355,0.102,24,10,200,17-Aug-16,Dahuk
Bardiah complex,Telafar,Ninewa,36.79922283,42.47037459,0.301,34.3,64,490,17-Aug-16,Dahuk
Hokna,Telafar,Ninewa,36.56320404,42.55695594,0.301,34.3,32,138,17-Aug-16,Dahuk
Fakerok,Telafar,Ninewa,36.58480227,42.48517856,0.208,25.7,40,110,17-Aug-16,Dahuk
Manara,Tilkaif,Ninewa,36.61512855,42.98922177,0.468,0.339,23.6,266,17-Aug-16,Dahuk
Tal Adas,Tilkaif,Ninewa,36.61065095,42.98327307,0.462,0.184,29.3,287,17-Aug-16,Dahuk
Al Kasaba Al Qadema,Tilkaif,Ninewa,36.52907384,42.75431643,0.16,23.6,10,480,17-Aug-16,Dahuk
Hay Al Askari,Tilkaif,Ninewa,36.53285685,42.76196589,0.096,18.1,25,350,17-Aug-16,Dahuk
Hay Al Hussien,Tilkaif,Ninewa,36.53707289,42.75862601,0.119,34.3,60,350,17-Aug-16,Dahuk
Hay Al Salam,Tilkaif,Ninewa,36.52586074,42.75469097,0.285,0,29.6,310,17-Aug-16,Dahuk
Hay Al Zuhoor,Tilkaif,Ninewa,36.52935139,42.7575766,0.275,0.058,12,300,17-Aug-16,Dahuk
Babnet Village ,Tilkaif,Ninewa,36.59666961,42.87834996,0.269,0.29,23.6,56,17-Aug-16,Dahuk
Albu Tuama Village,Baiji,Salah al-Din,34.8201873,43.5295816,0.263,0,10.6,3,17-Aug-16,Dahuk
Qadisya 2 500 Area,Tikrit,Salah al-Din,34.65833909,43.65228759,0.263,0,10.5,100,17-Aug-16,Dahuk
Al-Mutaradah 204,Tikrit,Salah al-Din,34.62745128,43.66986475,0.119,34.3,60,2,17-Aug-16,Dahuk
Al Mahzam village,Tikrit,Salah al-Din,34.72576421,43.63827766,0.285,0,29.6,2,17-Aug-16,Dahuk
Al Zallayah village,Tikrit,Salah al-Din,34.45798508,43.72672328,0.275,0.058,12,2,17-Aug-16,Dahuk
Hay Al Anwaa Mahala 420,Tikrit,Salah al-Din,34.573702,43.6828547,0.269,0.29,23.6,25,17-Aug-16,Dahuk
Hay Aljamiyaa,Tikrit,Salah al-Din,34.595911,43.67360203,0.263,0,10.6,7,17-Aug-16,Dahuk
Hay AL Suqour,Tikrit,Salah al-Din,34.70311367,43.6120917,0.292,0,13.3,5,17-Aug-16,Dahuk
Hay Salma Altaghlubia,Tikrit,Salah al-Din,34.61217676,43.68086113,0.288,0,9.7,6,17-Aug-16,Dahuk
Qadisya 1 Mahala 214,Tikrit,Salah al-Din,34.62769975,43.66993265,0.285,0,29.6,22,17-Aug-16,Dahuk
Qadisya 2 Mahala 216,Tikrit,Salah al-Din,34.6490752,43.65431644,0.275,0.058,12,100,17-Aug-16,Dahuk
Al Rmelat Village,Al-Khalis,Diyala,34.07924516,44.86357098,0.674,0.089,41.9,32,17-Aug-16,Diyala
Al-Arabdah Village,Al-Khalis,Diyala,34.08057011,44.91989902,0.667,0.301,34.3,230,17-Aug-16,Diyala
Ali Abdulla village,Al-Khalis,Diyala,34.12538413,44.84383408,0.666,0.118,23.8,10,17-Aug-16,Diyala
Al-Makareen Village,Al-Khalis,Diyala,34.086577,44.929877,0.659,0.058,12,234,17-Aug-16,Diyala
Al-Mashroo Village,Al-Khalis,Diyala,34.0674633,44.77901428,0.646,0.215,29.6,72,17-Aug-16,Diyala
Al-Sadah Village,Al-Khalis,Diyala,34.08593048,44.72657487,0.644,0,16.4,230,17-Aug-16,Diyala
Arab Hamdan Village,Al-Khalis,Diyala,34.13339837,44.86015115,0.642,0.451,29.3,95,17-Aug-16,Diyala
Dawod Al-Salom village,Al-Khalis,Diyala,34.12569087,44.84357874,0.638,0.156,28.2,154,17-Aug-16,Diyala
Al Askary Qtr,Al-Khalis,Diyala,34.06720728,44.86172578,0.63,0.451,29.3,235,17-Aug-16,Diyala
Al Aqssa Village,Al-Khalis,Diyala,34.06579285,44.87062591,0.629,0.203,32,125,17-Aug-16,Diyala
Bizayiz Sherwin Village,Al-Khalis,Diyala,34.040578,44.881273,0.629,0.145,28.2,104,17-Aug-16,Diyala
Al Dwaleeb Village,Al-Khalis,Diyala,34.073537,44.90583,0.62,0.451,29.3,200,17-Aug-16,Diyala
Al Marfoo Village,Al-Khalis,Diyala,34.05019937,44.78315739,0.619,0.192,25.7,75,17-Aug-16,Diyala
Alwan Al Hadid Village,Al-Khalis,Diyala,34.02365221,44.86547926,0.615,0.396,34.3,82,17-Aug-16,Diyala
Arab Hafeedh Village,Al-Khalis,Diyala,34.12586517,44.86960662,0.613,0,41.9,135,17-Aug-16,Diyala
Al Bayat Village,Al-Khalis,Diyala,34.09172564,44.93657436,0.611,0,23.5,32,17-Aug-16,Diyala
Bazaiz Al Mashroo Village,Al-Khalis,Diyala,34.07514466,44.77862854,0.611,0.301,34.3,57,17-Aug-16,Diyala
Dwaleeb Al Imam Village,Al-Khalis,Diyala,34.06872629,44.89544707,0.608,0,18.1,200,17-Aug-16,Diyala
Habib Al Abdulla Village,Al-Khalis,Diyala,34.05390233,44.8922767,0.607,0.323,27.3,234,17-Aug-16,Diyala
Habib Al Khaizaran Village,Al-Khalis,Diyala,34.121222,44.82899997,0.604,0.301,34.3,200,17-Aug-16,Diyala
Al Mansouriyah-Hamada Village,Al-Khalis,Diyala,34.03136641,44.87252433,0.599,0.298,29.9,78,17-Aug-16,Diyala
Hamza Al Najim Village,Al-Khalis,Diyala,34.03901602,44.88358593,0.595,0.045,24,86,17-Aug-16,Diyala
Dalli Abass-Al-Dhobat Qtr,Al-Khalis,Diyala,34.07316955,44.85587074,0.589,0,24,161,17-Aug-16,Diyala
Dalli Abass-Al Mualimen Qtr,Al-Khalis,Diyala,34.07036711,44.87058006,0.588,0.16,18.1,210,17-Aug-16,Diyala
Dali Abbas-Al Qadim Qtr,Al-Khalis,Diyala,34.073397,44.8639966,0.586,0.153,34.3,333,17-Aug-16,Diyala
Dalli Abass-Al Rasheed Qtr,Al-Khalis,Diyala,34.06989152,44.86440017,0.585,0,22.2,390,17-Aug-16,Diyala
Dalli Abass-Al-Shuhada Qtr,Al-Khalis,Diyala,34.06771587,44.86560113,0.581,0.271,34.3,244,17-Aug-16,Diyala
Dalli Abass-Kurd Ali,Al-Khalis,Diyala,34.06963956,44.85989045,0.575,0.238,28.2,139,17-Aug-16,Diyala
Mohammed Ali Village,Al-Khalis,Diyala,34.04549809,44.88205377,0.571,0.29,23.6,130,17-Aug-16,Diyala
Mohammed Taha Village,Al-Khalis,Diyala,34.03490537,44.87478459,0.564,0.298,29.9,126,17-Aug-16,Diyala
Najim Al Abdulla Village,Al-Khalis,Diyala,34.03934238,44.87989001,0.561,0,29.3,182,17-Aug-16,Diyala
Al Mansouriyah-Sherween,Al-Khalis,Diyala,34.05455472,44.89528067,0.557,0.167,34.5,15,17-Aug-16,Diyala
Somair village,Al-Khalis,Diyala,34.05691902,44.88446184,0.552,0.186,16.4,83,17-Aug-16,Diyala
Um Al Karami village,Al-Khalis,Diyala,34.21175548,44.48603335,0.552,0.489,27.3,40,17-Aug-16,Diyala
Mansouriyat Al Gabal,Al-Khalis,Diyala,34.08092227,44.95318428,0.55,0.241,34.5,665,17-Aug-16,Diyala
Al Idhem Center,Al-Khalis,Diyala,34.27432448,44.53823647,0.547,0.218,26.4,475,17-Aug-16,Diyala
Arab yosef Village,Al-Khalis,Diyala,34.27039377,44.53371656,0.538,0.146,22.2,17,17-Aug-16,Diyala
Shbeech Village,Al-Khalis,Diyala,34.37458731,44.58698305,0.533,0,13.6,75,17-Aug-16,Diyala
Al Taleaa Al Thanya Village,Al-Khalis,Diyala,34.25345154,44.52593083,0.532,0,21.6,85,17-Aug-16,Diyala
Al Taleaa Al Olaa Village(Albo Rai),Al-Khalis,Diyala,34.25685398,44.52621458,0.531,0.451,29.3,63,17-Aug-16,Diyala
Albo Sarah Village,Al-Khalis,Diyala,34.24224496,44.190843,0.525,0.045,24,38,17-Aug-16,Diyala
Arab Shendi Village,Al-Khalis,Diyala,34.30921912,44.56192571,0.524,0.16,18.1,17,17-Aug-16,Diyala
Albo Nagem Village,Al-Khalis,Diyala,34.36430714,44.56004811,0.519,0,37.8,22,17-Aug-16,Diyala
Al Wehdaa Village(Albo Maree),Al-Khalis,Diyala,34.35875971,44.55373358,0.518,0,23.5,70,17-Aug-16,Diyala
Albo Sabee Village,Al-Khalis,Diyala,34.28854046,44.53718743,0.511,0.203,26.4,31,17-Aug-16,Diyala
Al Hamel Vellage,Al-Khalis,Diyala,34.27847755,44.56299648,0.508,0.218,26.4,75,17-Aug-16,Diyala
Shneef Village,Al-Khalis,Diyala,34.048257,44.54204727,0.508,0,29.6,43,17-Aug-16,Diyala
Al Shalahmaa Village,Al-Khalis,Diyala,34.28089312,44.532463,0.508,0.146,22.2,15,17-Aug-16,Diyala
Al Salaam Village,Al-Khalis,Diyala,34.26890768,44.5373976,0.493,0.105,13.3,8,17-Aug-16,Diyala
Al Wadahat Village,Al-Khalis,Diyala,34.26847133,44.53875134,0.492,0,29.1,20,17-Aug-16,Diyala
Abo Dihin,Al-Muqdadiya,Diyala,34.03039292,44.94436333,0.49,0.301,34.3,95,17-Aug-16,Diyala
Abu musa village,Al-Muqdadiya,Diyala,34.00539076,44.8768824,0.483,0.146,22.2,205,17-Aug-16,Diyala
Al Aali Village,Al-Muqdadiya,Diyala,34.03027868,44.94421671,0.483,0.192,25.7,159,17-Aug-16,Diyala
Al-Arda village,Al-Muqdadiya,Diyala,34.03041253,44.94447816,0.478,0,23.5,123,17-Aug-16,Diyala
Al Derwish Village,Al-Muqdadiya,Diyala,34.01548358,44.90919527,0.477,0.068,29.9,28,17-Aug-16,Diyala
A Hammadi Village,Al-Muqdadiya,Diyala,34.03099698,44.94547825,0.477,0.271,34.3,169,17-Aug-16,Diyala
Al Igaidat Village,Al-Muqdadiya,Diyala,34.00534563,44.8864838,0.474,0.203,26.4,31,17-Aug-16,Diyala
Al-Gawam Village,Al-Muqdadiya,Diyala,34.03102993,44.94543745,0.47,0.216,29.2,54,17-Aug-16,Diyala
Al Lihayb Village,Al-Muqdadiya,Diyala,34.0055888,44.87929659,0.468,0.339,23.6,159,17-Aug-16,Diyala
Al Mithaq Village,Al-Muqdadiya,Diyala,34.0059,44.9477,0.462,0.184,29.3,40,17-Aug-16,Diyala
Al Qalaa Village,Al-Muqdadiya,Diyala,34.01496421,44.91514897,0.461,0,29.6,372,17-Aug-16,Diyala
Al Sakhar Village,Al-Muqdadiya,Diyala,34.01828,44.99727,0.448,0,23.5,276,17-Aug-16,Diyala
Al Shekha Village,Al-Muqdadiya,Diyala,34.05767,44.98415,0.442,0.134,25.5,74,17-Aug-16,Diyala
Al Sodoor,Al-Muqdadiya,Diyala,34.05853,44.98179,0.441,0,10.5,15,17-Aug-16,Diyala
Al Somood Qtr,Al-Muqdadiya,Diyala,33.9845665,44.94254278,0.435,0.203,26.4,160,17-Aug-16,Diyala
AlTaiha Qtr,Al-Muqdadiya,Diyala,34.03141312,44.9463326,0.435,0.047,32,251,17-Aug-16,Diyala
Al Tinaira Village,Al-Muqdadiya,Diyala,34.03037545,44.94447296,0.422,0,29.9,95,17-Aug-16,Diyala
Al Oqood Village,Al-Muqdadiya,Diyala,34.03802,44.98449,0.422,0.233,37.8,80,17-Aug-16,Diyala
Al Wazan Village,Al-Muqdadiya,Diyala,34.03579,44.98483,0.413,0,13.6,44,17-Aug-16,Diyala
Baloor Village,Al-Muqdadiya,Diyala,33.98338365,44.93464242,0.396,0.058,12,329,17-Aug-16,Diyala
Haj fadhil village,Al-Muqdadiya,Diyala,34.00214397,44.87796137,0.393,0,24,16,17-Aug-16,Diyala
Hamada village,Al-Muqdadiya,Diyala,34.01124609,44.9009763,0.392,0.107,34.3,149,17-Aug-16,Diyala
Al Karama Qtr,Al-Muqdadiya,Diyala,33.98195953,44.93071169,0.387,0,29.1,20,17-Mar-16,Diyala
Al Mataar Qtr,Al-Muqdadiya,Diyala,33.98943701,44.94856754,0.381,0,41.9,380,17-Mar-16,Diyala
Al Noor Qtr,Al-Muqdadiya,Diyala,33.97659,44.93189,0.371,0.053,18.1,25,17-Mar-16,Diyala
Al Sooq Qtr,Al-Muqdadiya,Diyala,33.97539,44.93119,0.37,0,22.6,23,17-Mar-16,Diyala
Al Uroba Qtr,Al-Muqdadiya,Diyala,33.98346,44.93842,0.369,0,9.7,67,17-Mar-16,Diyala
Hembes Village,Al-Muqdadiya,Diyala,34.02645604,44.92557968,0.367,0,29.1,163,17-Mar-16,Diyala
Imam Talib Village,Al-Muqdadiya,Diyala,34.04016742,44.98807403,0.364,0,29.1,128,17-Mar-16,Diyala
Izham village,Al-Muqdadiya,Diyala,34.05480336,44.94463786,0.355,0.088,22.6,206,17-Mar-16,Diyala
Jubtin village,Al-Muqdadiya,Diyala,33.9992,44.88146,0.35,0.218,26.4,25,17-Mar-16,Diyala
Mahalat Door Al-Dhubbat,Al-Muqdadiya,Diyala,33.99035964,44.94794727,0.347,0,10.5,24,17-Mar-16,Diyala
Nahr Al Shaykh Village,Al-Muqdadiya,Diyala,33.99816435,44.97504293,0.342,0.119,34.3,177,17-Mar-16,Diyala
Nofal village,Al-Muqdadiya,Diyala,34.04846,44.98265,0.338,0,10.5,322,17-Mar-16,Diyala
Parwana village,Al-Muqdadiya,Diyala,33.9913,44.8715,0.33,0,29.1,380,17-Mar-16,Diyala
Shak Al Rak Village,Al-Muqdadiya,Diyala,34.00157426,44.93505739,0.323,0,9.7,489,17-Mar-16,Diyala
Al Shamamla Village,Al-Muqdadiya,Diyala,34.03534645,44.97378855,0.322,0.208,25.7,22,17-Mar-16,Diyala
Shamarkhi village,Al-Muqdadiya,Diyala,34.03704,44.92911,0.308,0,13.6,35,17-Mar-16,Diyala
Shok Al Reem village,Al-Muqdadiya,Diyala,34.00320627,44.9808972,0.301,0,10.6,219,17-Mar-16,Diyala
Sinsil Al Wasat Village,Al-Muqdadiya,Diyala,34.02089017,44.93232114,0.292,0,13.3,49,17-Mar-16,Diyala
Skheyr village,Al-Muqdadiya,Diyala,34.023759,44.99619645,0.288,0,9.7,140,17-Mar-16,Diyala
Sodoor Al Ray,Al-Muqdadiya,Diyala,34.05993,44.98192,0.285,0,29.6,60,17-Mar-16,Diyala
Walosh1 village,Al-Muqdadiya,Diyala,33.99009643,44.93622061,0.275,0.058,12,30,17-Mar-16,Diyala
Walosh2 village,Al-Muqdadiya,Diyala,33.99242081,44.93585745,0.269,0.29,23.6,47,17-Mar-16,Diyala
Al Husaini Village,Khanaqin,Diyala,34.31110687,45.16255235,0.263,0,10.6,120,17-Mar-16,Diyala
Al Israa Qtr,Khanaqin,Diyala,34.18836241,45.11896286,0.263,0,10.5,255,17-Mar-16,Diyala
Al Rabe Al Olaa Qtr,Khanaqin,Diyala,34.19253457,45.12486915,0.254,0.048,23.6,200,17-Mar-16,Diyala
Al Asree Qtr,Khanaqin,Diyala,34.16160834,45.13466074,0.25,0.233,37.8,140,17-Mar-16,Diyala
Al Taleaa Qtr,Khanaqin,Diyala,34.27669888,45.16275235,0.247,0.345,27.3,1650,17-Mar-16,Diyala
Said Ahmed Village,Khanaqin,Diyala,34.2988418,45.17467038,0.242,0.151,12.1,45,17-Mar-16,Diyala
Said Jabar Village,Khanaqin,Diyala,34.29720756,45.17125328,0.242,0.053,18.1,40,17-Mar-16,Diyala
Al Shaheed Qtr(Al Zohor),Khanaqin,Diyala,34.18238859,45.118946,0.226,0,12,291,17-Mar-16,Diyala
17Tamooz Qtr,Khanaqin,Diyala,34.18558418,45.12080844,0.216,0,10.6,340,17-Mar-16,Diyala
Alkhadra Qtr,Khanaqin,Diyala,34.28849922,45.16083719,0.205,0,9.7,1344,17-Mar-16,Diyala
Al Oroba Qtr,Khanaqin,Diyala,34.27135891,45.16460943,0.194,0,30,1480,17-Mar-16,Diyala
Al Rabe Al Thaniya Qtr,Khanaqin,Diyala,34.197619,45.126844,0.19,0.203,26.4,190,17-Mar-16,Diyala
Al Rabe Al Thaletha Qtr,Khanaqin,Diyala,34.19965,45.126589,0.188,0.282,12.1,145,17-Mar-16,Diyala
Al Taakhi Qtr,Khanaqin,Diyala,34.1989364,45.13089438,0.187,0,18.1,60,17-Mar-16,Diyala
Saad Qtr,Khanaqin,Diyala,34.18959937,45.11666938,0.176,0.073,25.5,65,17-Mar-16,Diyala
Al Salaam Qtr,Khanaqin,Diyala,34.17752383,45.12127834,0.175,0.048,23.6,115,17-Mar-16,Diyala
Al Taleaa 2 Qtr,Khanaqin,Diyala,34.27881447,45.16214863,0.174,0.282,12.1,285,17-Mar-16,Diyala
Al Shuhada Qtr,Khanaqin,Diyala,34.2794886,45.16793514,0.161,0,10.6,1320,17-Mar-16,Diyala
Al Jamahir Qtr,Khanaqin,Diyala,34.27707562,45.16680181,0.154,0,29.3,1230,17-Mar-16,Diyala
Al-Khadraa Qtr,Khanaqin,Diyala,34.1864263,45.11497819,0.138,0,12,35,17-Mar-16,Diyala
Al Nitham village,Kifri,Diyala,34.41350167,44.92609693,0.129,0,13.3,200,17-Mar-16,Diyala
Hammad Shihab,Tikrit,Salah al-Din,34.700996,43.61655,0.126,0.145,28.2,2,17-Mar-16,Diyala
Shahidan,Makhmur,Erbil,35.78075589,43.58504234,0.112,0,30,500,17-Mar-16,Erbil
Kurdistan ,Makhmur,Erbil,35.76717577,43.57776315,0.097,0,12,278,17-Mar-16,Erbil
Sherwany,Makhmur,Erbil,35.77564291,43.58093878,0.084,0,10.6,660,17-Mar-16,Erbil
